Objektnummer;Kulturdenkmaltyp;Kreis;Gemeinde;Adresse-Lage;Bezeichnung;Beschreibung;Begründung;Schutzumfang;FotoURL
22677;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Harniskai";"Vollportalkran";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich, Technisch, Wissenschaftlich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/22677.jpg"
181;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Harrisleer Straße 2";"Eckhaus";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/181.jpg"
7625;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hebbelstraße 1";"Villa";"Villa; 1912, Arch. Albert Bühler; zweigeschossiger Backsteinbau mit steilem Satteldach, expressionistischer Heimatschutzstil, ursprüngliche Grundrissstruktur und originale Raumausstattung erhalten";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/7625.jpg"
7626;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hebbelstraße 11";"Villa Sturmfried";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Villa 'Sturmfried', ";""
9623;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Heiligengeistgang 4 - 6";"Gemeindehaus von St. Marien";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9623.jpg"
14046;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Heiligengeistgang 9";"Wohnhaus";"Wohnhaus; um 1875; traufständiges neunachsiges Backsteinwohnhaus mit zwei Geschossen, geschlämmte Fassade gegliedert durch stichbogige Fensterpaare, geschossteilendes Deutsches Band, Satteldach";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14046.jpg"
8968;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Heinrich-Schuldt-Straße 7";"Villa";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/8968.jpg"
1831;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Heinrichstraße 19";"ehem. Amtsverwalterhaus (Nebengebäude)";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"Alteintragung (Aktualisierung vorgesehen)";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1831.jpg"
14436;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Heinrichstraße 21";"Ortskrankenkasse";"Ortskrankenkasse der Stadt Flensburg; 1930/31, Architekt Karl Bernt; dreigeschossiger Klinkerbau in Ecklage mit Walmdach; anspruchsvolle Klinkerornamentik, Haupteingang mit Freitreppe und weit auskragendem Vordach betont";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14436.jpg"
1832;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Heinrichstraße 34";"Industrie- und Handelskammer";"Alteintragung (Aktualisierung vorgesehen)";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1832.jpg"
45462;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Heinrichstraße";"Eisenbahnbrücke";"Eisenbahnbrücke; 1929; auf Anlage der Hafenbahn um 1852-54 zurückgehend, genietete Eisenkonstruktion mit Widerlagern in Stahlbeton, scharrierte Oberflächen";"Geschichtlich, Städtebaulich, Technisch";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45462.jpg"
9114;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 2";"Einfamilienhaus";"Einfamilienhaus; 1935, Entwurf Friedrich Tietje; eingeschossiger giebelständiger Backsteinbau über Natursteinsockel, Satteldach, mittig kastenförmiger Standerker, seitlich Eingang mit doppelläufiger Freitreppe, bauzeitliche Ausstattung, Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Einfamilienhaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9114.jpg"
9116;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 16";"Wohnhaus";"Wohnhaus; 1936, Architekt Fritz Höger; eingeschossiger traufständiger Backsteinbau, Satteldach mit breiter Gaube, Straßenfront mit angeschleppten Seitenrisaliten; Gartenpavillon; Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9116.jpg"
28015;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 16";"Gartenpavillon";"Gartenpavillon; 19. Jh.; translozierter hölzerner Rundpavillon, spätklassizistische Formen mit Säulen toskanischer Ordnung, flaches kegelförmiges Dach, Innenkonstruktion mit Hängezapfen, Fliesenboden um 1900";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
9117;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 18";"Einfamilienhaus";"Einfamilienhaus; 1934, Architekt Karl Bernt; eingeschossiger traufständiger Backsteinbau mit Satteldach, plastische Gliederung durch umlaufende horizontale Backsteinbänder; Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Einfamilienhaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9117.jpg"
9118;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 24";"Einfamilienhaus";"Einfamilienhaus; 1934, Architekt Friedrich Tietje; eingeschossiger giebelständiger Backsteinbau mit Satteldach, straßenseitig polygonaler Standerker, Formen des sachlichen Heimatschutzstils; Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Äußeres, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9118.jpg"
9120;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 31";"Einfamilienhaus";"Einfamilienhaus; 1936, Architekt Georg Rieve; eingeschossiger traufständiger Backsteinbau mit Satteldach, asymmetrische Gliederung und aufwändige Backsteinornamentik im Detail";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9120.jpg"
9123;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Hermann-Löns-Weg 35";"Wohnhaus";"Einfamilienhaus; 1935 Architekt Guido Widmann; eingeschossiger giebelständiger Backsteinbau mit steilem Satteldach, sachliche Heimatschutzformen, Backsteinornamentik; Einfriedung";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhaus, Einfriedung";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/9123.jpg"
1833;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 1 - 3";"sog. Gnomenkeller";"sog Gnomenkeller; im Kern gotisch; zusammengefasste Kellerabschnitte mit Kreuzrippen und Tonnengewölben, Ausmalung in Gewölbezwickeln und an den Wänden durch verschiedene Künstler";"Geschichtlich, Künstlerisch";"sog. Gnomenkeller, ";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1833.jpg"
26766;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 1 - 3";"Geschäftshaus";"Geschäftshaus; 1907, Magnus Schlichting; viergeschossiges Eckgebäude mit Natursteinfassade im Erdgeschoss und 1. Obergeschoss, 2. und 3. Obergeschoss Putzfassade, südl. über Traufe aufragendes Dachgeschoss mit Flachdach, stumpfe Ecke mit turmartigem Dachaufsatz, nordöstliches, flaches Satteldach, regelmäßige Fensterreihung";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/26766.jpg"
1834;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 10";"Wohnhaus Christiansen";"Wohnhaus Christiansen (Stadtsparkasse); 1853, Laurits Albert Winstrup; viergeschossiges Backsteintraufenhaus im Stil niederländischer Renaissance, freistehender Nordgiebel, Fassade mit Mittelrisalit und gestuftem Zwerchgiebel, Fenster mit verschiedenartigen Putzrahmen, Rückflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"Wohnhaus Christiansen, ";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1834.jpg"
85;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 12";"Bankgebäude";"Bankgebäude; 1911/12, H. Ross; viergeschossiges Traufenhaus mit Kolossalhalbsäulengliederung im barock-klassizistischen Heimatstil, zurückspringender giebelbekrönter Mittelrisalit mit Altan, zwei seitliche Rückflügel";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Äußeres";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/85.jpg"
88;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 13";"Ratsapotheke: Seitenflügel";"Seitenflügel; 19. Jh.; ehem. dreigeschossiger Seitenflügel, aufgestockt, Flachdach";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
1844;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 13";"Ratsapotheke: Vorderhaus";"Vorderhaus; 1620, 18. Jh.; spätgotisches unterkellertes Giebelhaus mit dreiachsiger Putzfassade mit Portalrisalit, Mittelportal z.T. erhalten, im Sprenggiebel Einhornskulptur, abgewalmtes Dach, zweischiffiger tonnengewölbter Keller";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1844.jpg"
1845;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 13";"Ratsapotheke: Rückflügel";"Rückflügel; 18.Jh.; ehem. dreigeschossiger Saalbau mit hohem Satteldach, im Erdgeschoss Reste eines Saales mit Stuckdecke";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";""
99;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 15";"Kaufmannshof: Rückflügel";"Kaufmannshof: Rückflügel; 1712, spätgotischer Kern; zweigeschossiger Saalbau von zwei Achsen aus Rot- und Gelbstein, Dreieckgiebel mit flachbogigen Luken und Firstzinne, kreuzgewölbter Keller";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/99.jpg"
387;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 15";"Kaufmannshof: Seitenflügel";"Kaufmannshof: Seitenflügel; 1712; zweigeschossiger Bau aus Rot-u. Gelbstein (jung), gotischer Mauerverband (alt), spätgotischer Keller mit Kreuzgewölben über Mittelstütze, gereihte doppelflügelige Zargenfenster, Kranerker";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/387.jpg"
1835;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 15";"Kaufmannshof: Vorderhaus";"Kaufmannshof: Vorderhaus; spätgotischer Kern, 1938, Georg Rieve; zweigeschossiger giebelständiger Backsteinbau mit Firstzinne, südlich um Eingang und Treppenhaus erweitert, Balkon mit geschweifter Gitterbrüstung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1835.jpg"
146;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 17";"Kaufmannshof: Vorderhaus";"Kaufmannshof: Vorderhaus; um 1750/60; zweigeschossiges Traufenhaus mit Masarddach, spätbarocke sechsachsige Putzfassade, Rokoko-Pilastergliederung im Obergeschoss, zwei Gauben mit seitlichen Volutenschwüngen und geschweiftem Abschluss";"Geschichtlich, Künstlerisch, Städtebaulich";"Kaufmannshof: Vorderhaus, Torbau";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/146.jpg"
388;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 17";"Kaufmannshof: erster Seitenflügel";"Kaufmannshof: Erster Seitenflügel; 16. Jh.; zweigeschossiger Saalbau mit eingezogener südwestlicher Ecke, Satteldach, östlich Giebelschornstein, Fassade geschlämmt, vier Achsen im Obergeschoss und zwei große, breite Fenster des Rokokosaals im Erdgeschoss";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/388.jpg"
389;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 17";"Kaufmannshof: zweiter Seitenflügel";"Kaufmannshof: Zweiter Seitenflügel; spätes 18. Jh.; zweigeschossiger Backsteinbau mit Satteldach von neun Achsen, im Obergeschoss engreihte hohe Zargenfenster unter Blendbögen, stichbogiger linker Eingang im Erdgeschoss historisch";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/389.jpg"
390;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 17";"Kaufmannshof: Quergebäude";"Kaufmannshof: Quergebäude (Borgerforeningen); 1844, Bauinspektor Tielemann; zweigeschossiger Putzbau von sechs Achsen mit Satteldach und Durchgang zum Hof, Hoffassade mit regelmäßig gereihten Fenstern, geschossteilendes Gesims";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/390.jpg"
391;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 17";"Kaufmannshof: Rückflügel";"Rückflügel; 16./17. Jh.; zweigeschossiger geschlämmter Backsteinflügel von drei Achsen mit Satteldach, gewölbte Kellerräume, Vorderräume im Obergeschoss im Stil des Louis Seize, Treppenhaus mit beschnitzer Treppe";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/391.jpg"
300;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 19 - 21";"Kaufmannshof: Vorderhaus";"Kaufmannshof: Vorderhaus; 16./17. Jh.; siebenachsiger Putz-Breitbau mit Mansarddach, Fassade schlicht spätklassizistisch überformt, geschossteilende Gesimsbänder, zwei halbrunde klassizistische Treppenhäuser";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/300.jpg"
392;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 19";"Kaufmannshof: nördlicher Rückflügel";"Kaufmannshof: Nördlicher Rückflügel; spätes 16. Jh.; dreigeschossiger Rückflügel aus Backstein mit Akzentuierung durch Gelbstein, im Giebel des Satteldaches teilweise vermauerte stichbogige Luken, zweischiffiger gewölbter Keller";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/392.jpg"
1846;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 19";"Kaufmannshof: erster nördlicher Seitenflügel";"Kaufmannshof: Erster nördlicher Seitenflügel; spätes 16. Jh.; zweigeschossiger Gelb- und Rotsteinbau auf hohem Kellergeschoss mit Satteldach, Fenster verändert, stichbogige Luken im Dreieckgiebels zugesetzt, Fachwerkkranerker, zweischiffig gewölbter Keller";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/1846.jpg"
45973;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 19";"Kaufmannshof: zweiter nördlicher Seitenflügel";"Kaufmannshof: zweiter nördlicher Seitenflügel; spätes 16. Jh.; zweigeschossiger Rot- und Gelbsteinbau auf hohem Kellergeschoss mit Satteldach, Fenster der Giebel- und Traufseite verändert";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/45973.jpg"
14224;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 20";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1895, H. Höft; dreigeschossiger Putzbau mit modernisiertem Erdgeschoss, 1. Obergeschoss mit breiten Fenstern zwischen dünnen Pilastern, genutetes 2. Obergeschoss mit ohrengerahmten Fenstern, Konsolgesimse, barockisierende Gauben";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14224.jpg"
393;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 21";"Kaufmannshof: südlicher Seitenflügel";"Kaufmannshof: Südlicher Seitenflügel; spätes 16. Jh.; zweigeschossiger Backsteinflügel mit stichbogigen Kelleröffnungen, großen Fenstern unter Sturzbalken im Hauptgeschoss, Fachwerkkranerker über Ladetor im Obergeschoss, gerundeter Wendeltreppenanbau an östlichen Giebelseite";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/393.jpg"
46424;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 21";"Kaufmannshof: südlicher Rückflügel";"Kaufmannshof: Südlicher Rückflügel; spätes 16. Jh.; dreigeschossiger Backsteinbau mit Satteldach und weitestgehend veränderten Fensterformen, Akzentuierung durch Gelbstein";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/46424.jpg"
298;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 23";"Kaufmannshof: erster Seitenflügel";"Kaufmannshof: Erster Seitenflügel; 18. Jh.; zweigeschossiger Gelbsteinbau, geschlämmt, auf hohem Kellergeschoss, mit Satteldach und östlichem Fachwerkgiebel";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/298.jpg"
318;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 23";"Kaufmannshof: Vorderhaus";"Kaufmannshof: Vorderhaus; 17./18. Jh., Fassade 1928, Guido Widmann; zweigeschossiges Giebelhaus mit abgewalmtem Satteldach und Putzfassade, Klosterziegelmauerwerk  an der südlichen Traufseite und gewölbter Keller, Wappenstein der Familie Lüders";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/318.jpg"
394;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 23";"Kaufmannshof: zweiter Seitenflügel";"Kaufmannshof: Zweiter Seitenflügel; 18. Jh.; zweigeschossiger Gelbsteinbau, geschlämmt, Keller als Vollgeschoss, Obergeschoss in Fachwerk vorkragend, Giebelfront in Fachwerk mit Ziegelmustern";"Geschichtlich, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/394.jpg"
14225;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 25";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus; 1896, Moritz Pöhler; dreigeschossiger Bau mit aufwendiger Putzfassade, breitem Polygonalerker, Altan, von barockisierenden Gauben flankiertes Zwerchhaus, geschlämmte Rückfront, kurzer südseitiger Flügel gleicher Höhe";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14225.jpg"
14226;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 27";"Wohn- und Geschäftshaus";"Wohn- und Geschäftshaus (auch Nikolaistraße 1); 1880/1904, Heinrich Johann Christian Tödten/Magnus Schlichting; viergeschossiger Eckbau mit Putzfassade, dreigeschossigem Konsolenerker mit Dreiecksgiebel u. verblendetem Dachausbau, Walmdach, Fenster mit Pilaster-Gebälk-Rahmung";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/14226.jpg"
139;"Bauliche Anlage";"Stadt Flensburg";"Flensburg, Stadt";"Holm 35";"Kaufmannshof : Vorderhaus";"Kaufmannshof 35: Vorderhaus; 18. Jh./1905, Bandgholz/Reeps; dreigeschossiges Wohn- und Geschäftshaus mit überformter Jungendstilfassade im Erdgeschoss, erkerähnlich vortretende flachrunde, von kassettierten Lisenen eingefassten Achsen, Dach straßenseitig abgewalmt";"Geschichtlich, Künstlerisch, Städtebaulich";"gesamtes Objekt";"https://opendata.schleswig-holstein.de/data/denkmalpflege/fotos/139.jpg"
